eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_10,train/clip_frac_step_11,train/clip_frac_step_12,train/clip_frac_step_13,train/clip_frac_step_14,train/clip_frac_step_15,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_frac_step_8,train/clip_frac_step_9,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,73728,0.13871865313540183,0.609326183795929,0.5601562261581421,0.1181640625,0.08364257961511612,0.07402344048023224,0.06430663913488388,0.06191406399011612,0.06450195610523224,0.5084472894668579,0.43608397245407104,0.39628905057907104,0.3590331971645355,0.3150878846645355,0.2623535096645355,0.21904297173023224,0.156494140625,0.26805419921875,0.057278620603028685,1.0679917074739933,10.0,70.47994196414948,36,0.000278483606557377,22.16304347826087,38.083972498019016,92,-0.05323718802537769,5.929562176205218,216.26003289222717
nan,nan,75776,0.6458472328748031,0.7069336175918579,0.682373046875,0.14638671278953552,0.11284179985523224,0.09516601264476776,0.08989258110523224,0.09208984673023224,0.10761718451976776,0.643505871295929,0.579052746295929,0.5199218988418579,0.4522949159145355,0.369873046875,0.3180175721645355,0.25932615995407104,0.18940429389476776,0.3352935791015625,0.061659253644756974,1.1734462913125754,10.0,80.26913442611695,37,0.00027786885245901637,21.872340425531913,37.60742135518397,94,-0.05290844856644981,0.2587826550705358,222.38176083564758
nan,nan,77824,0.06342065376520623,0.3877929747104645,0.3819824159145355,0.07695312798023224,0.08037109673023224,0.09262695163488388,0.11469726264476776,0.13339844346046448,0.1513671875,0.3587890565395355,0.281494140625,0.22841796278953552,0.15947265923023224,0.13481445610523224,0.11708984524011612,0.08979491889476776,0.08408202975988388,0.179571533203125,0.04113836755859666,0.8580178754404187,10.0,69.26188178062439,38,0.0002772540983606557,70.75862068965517,97.87486935180182,29,-0.00977150903781876,23.16962751671672,228.59301114082336
nan,nan,79872,0.08503676858545077,0.49833983182907104,0.4884277284145355,0.07695312798023224,0.06879882514476776,0.0732421875,0.08217773586511612,0.09433593600988388,0.11757812649011612,0.46904295682907104,0.41997069120407104,0.33989256620407104,0.26835936307907104,0.20644530653953552,0.15375976264476776,0.11494140326976776,0.09218750149011612,0.2227783203125,0.045226678065955636,1.4169570446014403,10.0,69.46478309631348,39,0.00027663934426229507,506.3333333333333,529.5856147113674,3,-0.04672773838392459,11.58925707116723,234.7225639820099
nan,nan,81920,0.08810733507016266,0.4725585877895355,0.4837402403354645,0.081787109375,0.08823242038488388,0.09311523288488388,0.10922851413488388,0.12998047471046448,0.15180663764476776,0.4420410096645355,0.38740235567092896,0.2977050840854645,0.20805664360523224,0.18686524033546448,0.135986328125,0.11079101264476776,0.09165038913488388,0.2169342041015625,0.05271260425215587,0.9777453580871225,10.0,69.41406648159027,40,0.0002760245901639344,35.833333333333336,11.74409138587694,72,-0.027750024205306544,35.52463775128126,240.97535300254822
-2.5666982237386655,0.19392498991323018,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,241.2024359703064
nan,nan,83968,0.12580999826968764,0.582763671875,0.5541015863418579,0.13066406548023224,0.14697265625,0.17255859076976776,0.19497069716453552,0.24252930283546448,0.283447265625,0.5118163824081421,0.42841798067092896,0.3460937440395355,0.26948243379592896,0.22260741889476776,0.17919921875,0.1630859375,0.13515624403953552,0.28524169921875,0.05643877860857174,1.0176417525857686,10.0,70.16522459983825,41,0.00027540983606557377,18.214285714285715,-2.1534172974253813,112,-0.04269018751801923,5.793837269640062,247.51446104049683
nan,nan,86016,0.15933516541699647,0.6355956792831421,0.6167968511581421,0.09516601264476776,0.10712890326976776,0.13037109375,0.17041015625,0.21479491889476776,0.28071290254592896,0.5721191167831421,0.5027831792831421,0.3860839903354645,0.3033203184604645,0.23994140326976776,0.18842773139476776,0.143310546875,0.09760741889476776,0.29278564453125,0.056276037578936663,1.1112909302115441,10.0,70.65939853191375,42,0.0002747950819672131,17.878260869565217,-2.4336198544028775,115,-0.04982290831394494,0.16790524408279453,253.92659902572632
nan,nan,88064,0.13362880327622406,0.6341797113418579,0.599316418170929,0.112060546875,0.11284179985523224,0.12641601264476776,0.16762694716453552,0.21723632514476776,0.25761717557907104,0.542919933795929,0.43413084745407104,0.37089842557907104,0.27387696504592896,0.22426757216453552,0.17216797173023224,0.14287109673023224,0.11293945461511612,0.28133544921875,0.053393922292161736,1.1279420241713525,10.0,70.45393567085266,43,0.0002741803278688524,17.885964912280702,-2.4089874320340185,114,-0.04307670558919199,0.02261323853745125,260.21357107162476
nan,nan,90112,0.16051611996081191,0.6385742425918579,0.609619140625,0.08281250298023224,0.0869140625,0.09711913764476776,0.12124023586511612,0.15283203125,0.19863280653953552,0.560351550579071,0.47661131620407104,0.41191405057907104,0.3328613340854645,0.275146484375,0.19677734375,0.14838866889476776,0.111572265625,0.28133544921875,0.051979884190950544,1.1834516080096364,10.0,70.6690364599228,44,0.00027356557377049176,18.736363636363638,-2.3992303814357228,110,-0.043761295772856104,0.026552502854610794,266.4442970752716
