eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/delta_magnitude,train/delta_ratio,train/effective_delta_reg,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,124928,0.10901309082109947,0.2549804747104645,0.2890625,0.30742186307907104,0.3338378965854645,0.29632568359375,0.00485827539669117,0.02534647818247322,10.0,34.42468149662018,61,0.00026311475409836063,1000.0,96.86543537816968,2,-0.06707682406122331,9.916227315366267,169.0498068332672
nan,nan,126976,0.1016959927859716,0.24907226860523224,0.2789062559604645,0.295654296875,0.31132811307907104,0.283740234375,0.005086867333011469,0.027361521747661755,10.0,34.38737558126449,62,0.0002625,1000.0,264.7791042256938,2,-0.06665221958865004,14.394247429072857,171.11074781417847
nan,nan,129024,0.08429574480614974,0.21186523139476776,0.23725585639476776,0.2594238221645355,0.2637695372104645,0.24307861328125,0.00476511547822156,0.02714512599632144,10.0,34.38263148069382,63,0.00026188524590163933,1000.0,135.92610895488284,3,-0.07535563679648476,16.087433537840845,173.36742401123047
nan,nan,131072,0.1167464053389267,0.2782226502895355,0.30620115995407104,0.3236328065395355,0.33417969942092896,0.31055908203125,0.004600431802828098,0.024151261977385728,10.0,34.56147985458374,64,0.0002612704918032787,1000.0,112.94870610169158,2,-0.07323631679537357,11.953600051999093,175.5643699169159
366.6891461572421,57.89015244302642,131072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179.11564993858337
nan,nan,133120,0.10988018432472017,0.25981444120407104,0.2818359434604645,0.3084472715854645,0.32841795682907104,0.29462890625,0.004933614757464966,0.027493527380283923,10.0,34.617230880260465,65,0.000260655737704918,1000.0,186.35367747526453,2,-0.06921353308598555,12.794767169654369,181.1707420349121
nan,nan,135168,0.14017772976658308,0.29667967557907104,0.3329101502895355,0.3748535215854645,0.37822264432907104,0.34566650390625,0.00518682341571548,0.027232796873431653,10.0,34.81103668212891,66,0.0002600409836065573,1000.0,171.21521410330558,2,-0.0706502026074304,11.316621631383896,183.22267174720764
nan,nan,137216,0.1166921935386199,0.261962890625,0.2987304627895355,0.33037108182907104,0.34765625,0.30968017578125,0.005205428296176251,0.028588362626032905,10.0,34.63490625619888,67,0.00025942622950819673,1000.0,119.99770255700841,2,-0.07164305876976869,13.772568015754223,185.4461169242859
nan,nan,139264,0.16197177967987955,0.30937498807907104,0.3431640565395355,0.37504881620407104,0.37773436307907104,0.35133056640625,0.005428641880280338,0.029329771240008996,10.0,34.745155119895934,68,0.000258811475409836,1000.0,184.86193960497445,2,-0.0633202159566281,12.622940392792225,187.74007606506348
nan,nan,141312,0.1481769713522226,0.3185058534145355,0.35688477754592896,0.37763673067092896,0.38896483182907104,0.360498046875,0.005628013398381882,0.02977015485521406,10.0,34.646008622646335,69,0.00025819672131147537,1000.0,66.88312839647875,2,-0.07097550217586104,10.805810344219207,190.04643297195435
272.54803099594227,72.09500563378803,141312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,193.70282077789307
nan,nan,143360,0.14289649900238147,0.313232421875,0.34003907442092896,0.3743652403354645,0.387939453125,0.35389404296875,0.006092026153055485,0.031543730676639826,10.0,34.55836336612701,70,0.0002575819672131147,1000.0,90.39243807348245,2,-0.06808398821140145,10.139037707448006,195.79607701301575
nan,nan,145408,0.12273403988074279,0.2861328125,0.32231444120407104,0.3399902284145355,0.35664063692092896,0.32626953125,0.006187081898679026,0.03530826357891783,10.0,34.60630503892899,71,0.00025696721311475407,1000.0,186.21133804701554,2,-0.06463808706303098,11.36649934798479,197.97920274734497
nan,nan,147456,0.09482183309009998,0.23486328125,0.27128905057907104,0.2881835997104645,0.305419921875,0.27493896484375,0.0051573937889770605,0.029462933371542023,10.0,34.450480580329895,72,0.0002563524590163934,1000.0,74.83237204955819,2,-0.0743295487758587,14.122077731788158,200.2517068386078
nan,nan,149504,0.1648088599780749,0.3480468690395355,0.3689941465854645,0.40380859375,0.41621094942092896,0.38426513671875,0.00474376302518067,0.0251945385185536,10.0,34.7123530626297,73,0.00025573770491803277,1000.0,109.79917505976098,2,-0.06288907016314624,10.038814635574818,202.5886538028717
nan,nan,151552,0.124650035292143,0.298583984375,0.3238769471645355,0.34477537870407104,0.36669921875,0.33348388671875,0.0052455165990977545,0.02853893779683858,10.0,34.41884069442749,74,0.0002551229508196721,1000.0,243.43467337836404,2,-0.06596556320764649,12.18036180883646,204.9809968471527
305.16429610783484,116.06583196507624,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,208.66162204742432
nan,nan,153600,0.11944738097590743,0.2911132872104645,0.31660157442092896,0.3196777403354645,0.34809571504592896,0.3188720703125,0.005745731595379766,0.031447179598035294,10.0,34.58064159154892,75,0.00025450819672131146,1000.0,133.1951941140362,2,-0.07275187915111019,13.427125264704227,210.9231469631195
nan,nan,155648,0.16164374470245094,0.32368165254592896,0.37382811307907104,0.3885253965854645,0.4041503965854645,0.37254638671875,0.00565392851276556,0.030020512483315543,10.0,34.67057950496674,76,0.0002538934426229508,1000.0,234.86535725024203,2,-0.06362643377942731,10.330524356663227,213.2670967578888
nan,nan,157696,0.1710412606342288,0.326904296875,0.3675781190395355,0.3978515565395355,0.4039062559604645,0.37406005859375,0.005825561871461105,0.02972244714619592,10.0,34.53547075986862,77,0.0002532786885245901,1000.0,170.92057667494186,2,-0.07089732867516432,8.893649753928184,215.60241889953613
nan,nan,159744,0.11569955907689292,0.2782226502895355,0.29584962129592896,0.3271484375,0.3451171815395355,0.31158447265625,0.005757714124047198,0.030669391516130417,10.0,34.614745354652406,78,0.00025266393442622946,1000.0,84.52967811755455,2,-0.07660302160384162,10.861670942604542,217.88392400741577
nan,nan,161792,0.12143106922958395,0.2884277403354645,0.3023437559604645,0.33330076932907104,0.34746092557907104,0.31788330078125,0.004672251546435291,0.024098618631251158,10.0,34.48264251947403,79,0.0002520491803278688,1000.0,130.9226686816062,2,-0.07368222965951646,11.961660251021385,220.07058572769165
336.7285599364788,89.29069623873909,161792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,223.8458878993988
nan,nan,163840,0.13748604512074963,0.30009764432907104,0.33320313692092896,0.36738282442092896,0.387451171875,0.34703369140625,0.0044052854093024505,0.02308748312643729,10.0,34.69041194915771,80,0.00025143442622950816,1000.0,177.06761983718542,2,-0.0701070963183156,12.244846077263356,226.28645610809326
nan,nan,165888,0.13333190272387582,0.29350584745407104,0.33085936307907104,0.3714843690395355,0.38090819120407104,0.344189453125,0.0047352480767585805,0.025258691154886038,10.0,34.68216121196747,81,0.00025081967213114756,1000.0,231.42077108090723,2,-0.07260329908749555,13.377861906588077,228.690979719162
