eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_fraction,train/entropy,train/intra_vf_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,49152,0.03153672719927272,0.08598633110523224,0.08823242038488388,0.08452148735523224,0.09321288764476776,0.0908203125,0.10200195014476776,0.11005859076976776,0.108154296875,0.09537353515625,68.41836831569671,0.44053997183218596,24,0.0002858606557377049,1000.0,-457.33297353467606,2,-0.02004711584013421,13.784402856230736,98.00207090377808
nan,nan,51200,0.022709332743397682,0.05312500149011612,0.05659179762005806,0.05576171725988388,0.05795898288488388,0.06142578274011612,0.06972656399011612,0.06796874850988388,0.073486328125,0.062005615234375,68.30628287792206,0.4597657477017492,25,0.00028524590163934424,1000.0,-508.1141218473232,2,-0.04793612583889626,18.936728116869926,101.22172904014587
-371.3594671558782,35.64095918276699,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107.34070777893066
nan,nan,53248,0.031232279410687624,0.08261718600988388,0.08818359673023224,0.08115234225988388,0.08701171725988388,0.09379883110523224,0.11274413764476776,0.10947265475988388,0.11005859076976776,0.0956298828125,68.19699172973633,0.4336848245467991,26,0.0002846311475409836,1000.0,-520.9904052142266,2,-0.03703282540664077,14.625171998143196,110.42020511627197
nan,nan,55296,0.02534916289478133,0.05776367336511612,0.061279296875,0.06303711235523224,0.06313476711511612,0.07529296725988388,0.08642578125,0.08632812649011612,0.08637695014476776,0.072454833984375,68.55608854293823,0.4357121603563428,27,0.00028401639344262294,1000.0,-437.34104801657986,2,-0.031265902126324366,13.859343883395194,113.47204399108887
nan,nan,57344,0.02627190452731156,0.05878906324505806,0.06708984076976776,0.06147461012005806,0.06928710639476776,0.07944335788488388,0.08720703423023224,0.09140624850988388,0.09282226860523224,0.07593994140625,68.40451023578643,0.45044917962513864,28,0.0002834016393442623,1000.0,-434.638155730909,2,-0.030047800595639274,13.896913546323777,116.87045502662659
nan,nan,59392,0.02045531682742876,0.04536132887005806,0.04741210862994194,0.05791015550494194,0.04833984375,0.05180663987994194,0.06264648586511612,0.06284179538488388,0.06523437798023224,0.055194091796875,68.37201266288757,0.4566495453007519,29,0.00028278688524590163,1000.0,-425.9403285474654,2,-0.02756491289183032,14.297598740458488,120.17193293571472
nan,nan,61440,0.02449215937995177,0.05908203125,0.05717773362994194,0.06162109225988388,0.066162109375,0.06459961086511612,0.07846679538488388,0.08544921875,0.08432617038488388,0.069610595703125,68.59990267753601,0.4609060977585614,30,0.00028217213114754093,1000.0,-420.42682661257834,2,-0.03313844893273199,14.361114358901977,123.39304876327515
-350.547484347518,51.049304838755496,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129.40089392662048
nan,nan,63488,0.01576457134251541,0.02944335900247097,0.029541015625,0.033447265625,0.03452148288488388,0.04140625149011612,0.04389648512005806,0.047119140625,0.04545898362994194,0.038104248046875,68.25085444450379,0.3671471604146063,31,0.0002815573770491803,1000.0,-417.46470160566093,2,-0.018265912389324512,18.40817790031433,132.44305896759033
nan,nan,65536,0.01560782657979871,0.03129882737994194,0.033203125,0.03583984449505806,0.03999023512005806,0.03505859524011612,0.03916015475988388,0.0419921875,0.04648437350988388,0.03787841796875,68.16753356456756,0.3494114693254232,32,0.0002809426229508196,1000.0,-539.4245734630172,2,-0.04387670201831497,10.709618765115739,135.6658239364624
nan,nan,67584,0.02929384786293667,0.07529296725988388,0.07402344048023224,0.07944335788488388,0.08447265625,0.09003905951976776,0.09707031399011612,0.09858398139476776,0.10268554836511612,0.087701416015625,68.40223257541656,0.45819460875354706,33,0.00028032786885245903,1000.0,-466.0975535690601,2,-0.04282082433055621,13.662339766323566,138.97837901115417
nan,nan,69632,0.02798193183298281,0.06303711235523224,0.07285156100988388,0.06928710639476776,0.07890625298023224,0.07871093600988388,0.09072265774011612,0.09531249850988388,0.10410156100988388,0.0816162109375,68.23099319934845,0.3603982700733468,34,0.0002797131147540983,1000.0,-479.643429639808,2,-0.028331324324244633,14.295782998204231,142.2219090461731
nan,nan,71680,0.025876835891540394,0.06157226487994194,0.065673828125,0.06499023735523224,0.06840820610523224,0.07358398288488388,0.07792969048023224,0.08940429985523224,0.09140624850988388,0.07412109375,68.28037877082825,0.4603682863060385,35,0.00027909836065573767,1000.0,-405.79491539282355,2,-0.029453678987920284,14.561646029353142,145.48023200035095
-384.83259690587835,45.442076330988016,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,151.4180600643158
nan,nan,73728,0.02279809680803737,0.05063476413488388,0.0546875,0.06220703199505806,0.062744140625,0.05966796725988388,0.06723632663488388,0.08242187649011612,0.08505859225988388,0.065582275390625,68.40142886638641,0.43256671796552837,36,0.000278483606557377,1000.0,-458.8584689445387,2,-0.03751414268335793,21.524323520064353,154.4478578567505
nan,nan,75776,0.028155699480339535,0.06572265923023224,0.07607422024011612,0.07270507514476776,0.07670898735523224,0.07954101264476776,0.09052734076976776,0.094482421875,0.10654296725988388,0.0827880859375,68.47657399177551,0.43393813841976225,37,0.00027786885245901637,1000.0,-483.9286129310392,2,-0.03650164616701659,13.762003657221793,157.55783700942993
nan,nan,77824,0.0212257768271229,0.04374999925494194,0.04462890699505806,0.048095703125,0.05253906175494194,0.05952148512005806,0.06513671576976776,0.070068359375,0.07666015625,0.057550048828125,68.57144474983215,0.3948302838718519,38,0.0002772540983606557,1000.0,-402.9403744398933,2,-0.02493742467195261,23.03331751525402,160.83679795265198
nan,nan,79872,0.02340723404668097,0.05131835862994194,0.05722656100988388,0.056640625,0.06010742112994194,0.06508789211511612,0.074951171875,0.07709960639476776,0.07802734524011612,0.065057373046875,68.35415124893188,0.4633125307969749,39,0.00027663934426229507,1000.0,-516.839106402179,2,-0.03910154522163793,19.029688362777232,164.07818698883057
nan,nan,81920,0.025692578115558716,0.0673828125,0.07158203423023224,0.07001952826976776,0.065185546875,0.06772460788488388,0.07851562649011612,0.09121093899011612,0.08676757663488388,0.074798583984375,68.36109476089477,0.4303196809720248,40,0.0002760245901639344,1000.0,-470.09785661461035,2,-0.03069046344025992,21.829652169346808,167.1063060760498
-346.33711885771703,33.36624520583116,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,173.00640988349915
nan,nan,83968,0.02732143812972936,0.06684570014476776,0.07080078125,0.06733398139476776,0.07695312798023224,0.07919921725988388,0.08559570461511612,0.09868164360523224,0.09326171875,0.079833984375,68.30609350204467,0.39661956978961826,41,0.00027540983606557377,1000.0,-499.7898736033611,2,-0.04027391148847528,23.1296640843153,176.1674518585205
nan,nan,86016,0.03404826812184183,0.08920898288488388,0.08339843899011612,0.09023437649011612,0.10063476860523224,0.10493163764476776,0.1181640625,0.125,0.11997070163488388,0.10394287109375,68.21847598552704,0.44081432968378065,42,0.0002747950819672131,1000.0,-449.46099857969244,3,-0.01994527199130971,18.465464539825916,179.42340683937073
nan,nan,88064,0.03403569150868861,0.08906249701976776,0.09345702826976776,0.09052734076976776,0.10273437201976776,0.10800781100988388,0.11269531399011612,0.12290038913488388,0.12436523288488388,0.10546875,68.20577647686005,0.436891603237018,43,0.0002741803278688524,1000.0,-456.11735971080236,2,-0.05047426674718736,15.077342884242535,182.73372173309326
nan,nan,90112,0.027804141601154696,0.06684570014476776,0.06635741889476776,0.0654296875,0.07314453274011612,0.08696289360523224,0.0908203125,0.09321288764476776,0.10561523586511612,0.081048583984375,68.31118426322936,0.442394454497844,44,0.00027356557377049176,1000.0,-426.2359823395424,2,-0.033174482409958725,18.393178352713583,185.7604260444641
-366.99740357120584,43.075563141135426,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,191.56393194198608
nan,nan,92160,0.024370943448593606,0.05908203125,0.05839843675494194,0.06206054612994194,0.06357421725988388,0.07319335639476776,0.07822265475988388,0.07880859076976776,0.085693359375,0.069879150390625,68.45083937644958,0.4551221549510956,45,0.0002729508196721311,1000.0,-426.57931080839654,2,-0.04072690026805503,20.753183344006537,194.5966830253601
nan,nan,94208,0.026855354584768065,0.07021484524011612,0.06660155951976776,0.06826172024011612,0.06972656399011612,0.08149413764476776,0.08476562798023224,0.09335937350988388,0.09682617336511612,0.07890625,68.32769429683685,0.4681866715662181,46,0.00027233606557377046,1000.0,-499.59276570197585,2,-0.053320492297643796,20.764288797974586,197.74540996551514
nan,nan,96256,0.026327253004274097,0.06840820610523224,0.06630859524011612,0.06308593600988388,0.07431640475988388,0.076416015625,0.08383788913488388,0.08500976860523224,0.09672851860523224,0.076763916015625,68.41485953330994,0.44033341566100714,47,0.0002717213114754098,1000.0,-406.60299882688025,2,-0.040764015284366906,16.678274321556092,200.91534280776978
nan,nan,98304,0.02964527760814235,0.07548828423023224,0.07387695461511612,0.07490234076976776,0.07514648139476776,0.08574219048023224,0.09804687649011612,0.10722656548023224,0.123046875,0.0891845703125,68.26345655918121,0.4608263810165226,48,0.00027110655737704915,1000.0,-468.25385820742156,2,-0.030281880736583843,15.188265872001647,204.07271814346313
nan,nan,100352,0.03294565524120117,0.08198241889476776,0.08310546725988388,0.08515624701976776,0.09355469048023224,0.09902343899011612,0.11855468899011612,0.11640624701976776,0.12441406399011612,0.100274658203125,68.61607282161712,0.4444708546157926,49,0.0002704918032786885,1000.0,-459.8081498565417,2,-0.03701028652430978,15.21680527627468,206.95679378509521
-334.8618926119516,66.98334738223711,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,212.7465238571167
nan,nan,102400,0.03179826849118399,0.07905273139476776,0.08598633110523224,0.08452148735523224,0.08657226711511612,0.09218750149011612,0.10112304985523224,0.11225585639476776,0.12763671576976776,0.0961669921875,68.29167523384095,0.4422967182006687,50,0.00026987704918032785,1000.0,-403.7119907218026,2,-0.04179679782537278,12.435965507477523,216.05192804336548
nan,nan,104448,0.031046736886855796,0.073486328125,0.07568359375,0.08076171576976776,0.08662109076976776,0.09467773139476776,0.10468749701976776,0.11069335788488388,0.12236328423023224,0.093621826171875,68.5615758895874,0.4446216220036149,51,0.00026926229508196715,1000.0,-342.56438305932176,2,-0.03002942956518382,13.83142868131399,219.12817883491516
nan,nan,106496,0.02640773889979755,0.05922851711511612,0.06435547024011612,0.06557617336511612,0.07607422024011612,0.082763671875,0.08408202975988388,0.09130859375,0.0986328125,0.077752685546875,68.42591750621796,0.4429785242769867,52,0.00026864754098360655,1000.0,-472.7641058420296,2,-0.037506643414963035,16.045584043860437,222.09572410583496
nan,nan,108544,0.029161488363024547,0.07319335639476776,0.075439453125,0.06992187350988388,0.0810546875,0.08212890475988388,0.09003905951976776,0.10000000149011612,0.11113281548023224,0.08536376953125,68.52560849189759,0.4519081767182797,53,0.0002680327868852459,1000.0,-398.68580590549726,2,-0.028355321832350455,12.921962314844132,225.0078740119934
nan,nan,110592,0.0322899056453025,0.07944335788488388,0.08027343451976776,0.08701171725988388,0.0888671875,0.09418945014476776,0.10991211235523224,0.12583008408546448,0.12788085639476776,0.099176025390625,68.54387826919556,0.43529987898655237,54,0.00026741803278688525,1000.0,-392.3210949872599,2,-0.03398878558364231,13.082061059772968,227.94049096107483
-348.46875491717515,35.23440965847099,110592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,233.9396207332611
nan,nan,112640,0.025317578632530056,0.06269530951976776,0.06318359076976776,0.06357421725988388,0.06557617336511612,0.07265625149011612,0.08339843899011612,0.08613280951976776,0.08857421576976776,0.073223876953125,68.2733645439148,0.4520258056931198,55,0.0002668032786885246,1000.0,-453.3793324124377,2,-0.05018341051472817,19.75167009830475,237.23342204093933
nan,nan,114688,0.025683759494131663,0.05922851711511612,0.06186523288488388,0.06328125298023224,0.069091796875,0.07666015625,0.08364257961511612,0.08852539211511612,0.0947265625,0.074627685546875,68.33920950889588,0.44796830508857965,56,0.0002661885245901639,1000.0,-410.8959371506793,2,-0.046411432628519836,17.67100313603878,243.34520983695984
nan,nan,116736,0.028464408738000203,0.063720703125,0.06425781548023224,0.07241211086511612,0.07685546576976776,0.08442382514476776,0.09482421725988388,0.110595703125,0.11113281548023224,0.08477783203125,68.4560132265091,0.4464550572447479,57,0.00026557377049180324,1000.0,-337.98016038810226,2,-0.03627859370608348,14.484403328597546,246.4136779308319
nan,nan,118784,0.02655693876731675,0.05849609524011612,0.06840820610523224,0.07187499850988388,0.06967773288488388,0.07661132514476776,0.08310546725988388,0.09501953423023224,0.09760741889476776,0.07760009765625,68.38788051605225,0.434227155148983,58,0.0002649590163934426,1000.0,-386.2262296043327,2,-0.029867659806041048,18.23708506375551,249.8270618915558
nan,nan,120832,0.028714164466509828,0.07773437350988388,0.07182617485523224,0.07553710788488388,0.08237304538488388,0.08457031100988388,0.09257812798023224,0.10097656399011612,0.10166015475988388,0.085906982421875,68.3183756828308,0.4250030296854675,59,0.00026434426229508194,1000.0,-476.6397180203272,2,-0.03785116343351547,15.36042525023222,253.64017581939697
-299.52947037109186,57.44360134315878,120832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,259.71534991264343
nan,nan,122880,0.03403394675333402,0.08476562798023224,0.09116210788488388,0.08603515475988388,0.092041015625,0.09882812201976776,0.1123046875,0.11738280951976776,0.13437500596046448,0.10211181640625,68.38636755943298,0.43469825354404745,60,0.0002637295081967213,1000.0,-434.81018583757555,2,-0.036841181814088485,13.535883052647113,263.726135969162
nan,nan,124928,0.02900765248014068,0.06928710639476776,0.068359375,0.07602538913488388,0.07768554985523224,0.09013672173023224,0.09687499701976776,0.10800781100988388,0.107666015625,0.08675537109375,68.21634094715118,0.4417895037215203,61,0.00026311475409836063,1000.0,-342.9860761618596,2,-0.031582895237079356,15.938047465682029,266.81958293914795
nan,nan,126976,0.02904420680279145,0.07587890326976776,0.0732421875,0.06923828274011612,0.07631836086511612,0.08837890625,0.09414062649011612,0.10659179836511612,0.11103515326976776,0.08685302734375,68.14308516979217,0.45207805689424274,62,0.0002625,1000.0,-333.04423024328867,2,-0.045021536279818974,17.258862018585205,270.0059759616852
nan,nan,129024,0.03093279794411501,0.07470703125,0.07534179836511612,0.07700195163488388,0.08413086086511612,0.09116210788488388,0.10068359225988388,0.119384765625,0.12299804389476776,0.09317626953125,68.21283569335938,0.4622366876341403,63,0.00026188524590163933,1000.0,-394.28527871274247,3,-0.032417362240084915,16.950218892097475,273.4350628852844
nan,nan,131072,0.035920702627845455,0.09682617336511612,0.095458984375,0.09355469048023224,0.10273437201976776,0.10874023288488388,0.1181640625,0.123046875,0.13979491591453552,0.1097900390625,68.468514919281,0.4463073056191206,64,0.0002612704918032787,1000.0,-367.99652832172666,2,-0.044294413391617125,13.282015040516853,277.2241699695587
-384.00727997097306,50.44835907578896,131072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.32341980934143
nan,nan,133120,0.0368140266618866,0.08955077826976776,0.09003905951976776,0.10092773288488388,0.10395507514476776,0.11088867485523224,0.12495116889476776,0.13540038466453552,0.14345702528953552,0.112396240234375,68.4126271724701,0.4464188989251852,65,0.000260655737704918,1000.0,-395.3908632860751,2,-0.050129085287335326,13.84218392521143,286.42459297180176
nan,nan,135168,0.026672512363438726,0.07177734375,0.06938476860523224,0.07343749701976776,0.06655273586511612,0.07626952975988388,0.07880859076976776,0.08774413913488388,0.09560547024011612,0.077447509765625,68.12244613170624,0.3968750673811883,66,0.0002600409836065573,1000.0,-354.4707439501292,2,-0.026021149233565667,19.600732412934303,289.46681690216064
nan,nan,137216,0.027792021272398416,0.07080078125,0.07631836086511612,0.0732421875,0.08144531399011612,0.079833984375,0.08022461086511612,0.09516601264476776,0.100830078125,0.082232666015625,68.20969202518464,0.48685005665756764,67,0.00025942622950819673,1000.0,-517.6235292595396,2,-0.023186904046451674,18.34341081082821,292.66852593421936
nan,nan,139264,0.03288738951669075,0.08798827975988388,0.08466796576976776,0.08437500149011612,0.09550781548023224,0.09677734225988388,0.11342773586511612,0.12294922024011612,0.12109375,0.100848388671875,68.39866108894348,0.4434384787455201,68,0.000258811475409836,1000.0,-347.91251226201405,2,-0.04567632484249771,13.333993490040303,296.066349029541
nan,nan,141312,0.03192419670631352,0.07622070610523224,0.07744140923023224,0.07773437350988388,0.09208984673023224,0.10185547173023224,0.11123047024011612,0.12216796725988388,0.12431640923023224,0.097882080078125,68.33150246143342,0.45465447739697995,69,0.00025819672131147537,1000.0,-309.9765953520222,2,-0.05291116111911833,15.425980341434478,299.45490980148315
-338.38404216918997,58.82691330607339,141312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,305.8806710243225
nan,nan,143360,0.028336412900534923,0.07666015625,0.072021484375,0.07514648139476776,0.07924804836511612,0.078125,0.09462890774011612,0.09736327826976776,0.10874023288488388,0.08524169921875,68.4969835281372,0.4566799352876842,70,0.0002575819672131147,1000.0,-494.2151254035172,2,-0.0543903641984798,20.584659723937513,308.90017104148865
nan,nan,145408,0.036101960752057495,0.088623046875,0.09565429389476776,0.09897460788488388,0.09941406548023224,0.10302734375,0.12407226860523224,0.126220703125,0.155029296875,0.111376953125,68.49206254482269,0.4319520706310868,71,0.00025696721311475407,1000.0,-283.9447620429671,2,-0.029356315812037792,14.384005635976791,312.02401471138
nan,nan,147456,0.03681000985416176,0.10527344048023224,0.09736327826976776,0.10136719048023224,0.10585937649011612,0.10927734524011612,0.117919921875,0.12958984076976776,0.14858397841453552,0.114404296875,68.37438306808471,0.44424494411796334,72,0.0002563524590163934,1000.0,-319.947251752141,2,-0.03438598337525036,13.553226146101952,315.92737674713135
nan,nan,149504,0.0382721806257905,0.10048828274011612,0.10053710639476776,0.10971679538488388,0.11083984375,0.11958007514476776,0.12685546278953552,0.1484375,0.15126952528953552,0.120965576171875,68.5516699552536,0.45580109395086765,73,0.00025573770491803277,1000.0,-359.0549926291977,2,-0.031409480406728106,11.145025254786015,319.3891899585724
nan,nan,151552,0.03538757373316912,0.08867187798023224,0.08964844048023224,0.096923828125,0.10141601413488388,0.10161133110523224,0.11689452826976776,0.13564452528953552,0.14667968451976776,0.109686279296875,68.2142290353775,0.4382046338170767,74,0.0002551229508196721,1000.0,-384.92517344233215,2,-0.03257113868894521,12.59240089803934,323.3029797077179
-355.86134246236304,29.234850145023433,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,329.7633090019226
