eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_fraction,train/entropy,train/intra_vf_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,28672,0.07837482595641632,0.22905273735523224,0.241455078125,0.23525390625,17.26684719324112,0.4348292104434222,14,0.00029200819672131145,1000.0,-377.3315756871615,2,-0.053786809867597186,11.901936735212804,27.75066590309143
nan,nan,30720,0.06899249227571999,0.21860352158546448,0.21113280951976776,0.2148681640625,17.16898131966591,0.4529707259032875,15,0.0002913934426229508,1000.0,-385.8949195193867,2,-0.04215466782916337,14.36311523616314,29.67021894454956
-232.83710313957567,49.04739378602781,30720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.78645610809326
nan,nan,32768,0.050916178815532474,0.15219727158546448,0.17885741591453552,0.16552734375,17.09978168606758,0.44460797142237424,16,0.00029077868852459015,1000.0,-309.42680486640467,2,-0.04209058746928349,22.721438877284527,33.32204008102417
nan,nan,34816,0.08206535984645598,0.23549804091453552,0.25141602754592896,0.24345703125,17.144753295183182,0.44879174074158074,17,0.00029016393442622945,1000.0,-388.13218183375767,2,-0.04032831206859555,13.038642896711826,34.777987003326416
nan,nan,36864,0.07333800830529072,0.21518555283546448,0.231689453125,0.2234375,17.180593186616896,0.4418332090601325,18,0.00028954918032786885,1000.0,-375.0449086995625,2,-0.044965085602598265,14.442178545892238,36.65810990333557
nan,nan,38912,0.09585679976880783,0.26904296875,0.26513671875,0.26708984375,17.20326080918312,0.4243204360362142,19,0.0002889344262295082,1000.0,-295.84912546132364,2,-0.039177491405280304,10.395703002810478,38.23045492172241
nan,nan,40960,0.06852792454155861,0.21196289360523224,0.22348633408546448,0.217724609375,17.19000753760338,0.4619630879489705,20,0.00028831967213114755,1000.0,-295.49225746035773,2,-0.050716563359310386,13.917091815173626,39.87956881523132
-239.76709780295567,38.363533320705734,40960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.401458978652954
nan,nan,43008,0.05695992576511344,0.17875976860523224,0.18388672173023224,0.1813232421875,17.293438333272935,0.4492070325650275,21,0.00028770491803278684,1000.0,-370.3657787624018,3,-0.0324785355333006,18.11902328133583,43.93907594680786
nan,nan,45056,0.08962119771604193,0.25712889432907104,0.27153319120407104,0.2643310546875,17.20616534948349,0.4409914850257337,22,0.0002870901639344262,1000.0,-345.27662066469736,2,-0.054498605625121856,11.384687462449074,45.448760986328125
nan,nan,47104,0.06274182418273995,0.20185546576976776,0.20620116591453552,0.2040283203125,17.14116913676262,0.44612868456169963,23,0.00028647540983606554,1000.0,-313.68950755995604,2,-0.05803473006235436,15.345559342205524,47.01296877861023
nan,nan,49152,0.09028477779356762,0.26201170682907104,0.26264649629592896,0.2623291015625,17.272591996192933,0.4257777814287692,24,0.0002858606557377049,1000.0,-272.42025914815184,2,-0.04713713180681225,10.99845729470253,48.60200810432434
nan,nan,51200,0.0625818292130134,0.18852539360523224,0.20620116591453552,0.19736328125,17.189279276132584,0.4360241862013936,25,0.00028524590163934424,1000.0,-437.4995176786959,2,-0.04532705367309973,19.996364510059358,50.44783091545105
-242.76865240164426,60.9915226096756,51200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.56930184364319
nan,nan,53248,0.0834541369273211,0.23442383110523224,0.2506347596645355,0.242529296875,17.268113416433334,0.44183641476556657,26,0.0002846311475409836,1000.0,-372.1017138395017,2,-0.039535357980639674,12.911928035318851,54.13269805908203
nan,nan,55296,0.12423151423427044,0.3121093809604645,0.3196777403354645,0.3158935546875,17.21308716535568,0.4103759753052145,27,0.00028401639344262294,1000.0,-230.8018279767501,2,-0.05267395151895471,9.915852937847376,55.99657702445984
nan,nan,57344,0.08860211088322104,0.25849610567092896,0.257080078125,0.2577880859375,17.243206191062928,0.4433053937274963,28,0.0002834016393442623,1000.0,-339.6489634979638,2,-0.052091240580193696,12.130177122354507,57.76276612281799
nan,nan,59392,0.11838287279388168,0.302734375,0.318115234375,0.3104248046875,17.238310104608537,0.4061058544088155,29,0.00028278688524590163,1000.0,-264.1332844789365,2,-0.04816120340256021,10.427311471104622,59.80164289474487
nan,nan,61440,0.11422459274763241,0.30029296875,0.313720703125,0.3070068359375,17.290627235174178,0.42696460406295955,30,0.00028217213114754093,1000.0,-280.96197567261436,2,-0.05189845735440031,8.85994560867548,63.805984020233154
-206.61459332122405,59.7616264847899,61440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.66082191467285
nan,nan,63488,0.060636754520237444,0.18100586533546448,0.20170898735523224,0.191357421875,17.151471334695817,0.4593460813164711,31,0.0002815573770491803,1000.0,-261.3509403264388,2,-0.05184993184084306,12.750489917397498,69.29450106620789
nan,nan,65536,0.07554914412612561,0.21621093153953552,0.23515625298023224,0.22568359375,17.192357730865478,0.4161755712237209,32,0.0002809426229508196,1000.0,-315.77187330671416,2,-0.06713939026521984,10.636139535903931,71.199453830719
nan,nan,67584,0.06992556108889403,0.21962890028953552,0.21586914360523224,0.2177490234375,17.103031450510024,0.4318652035202831,33,0.00028032786885245903,1000.0,-306.37542634069825,2,-0.05374234611808788,12.88759895414114,72.92343592643738
nan,nan,69632,0.08052283482538769,0.23481445014476776,0.233154296875,0.233984375,17.143596833944322,0.43270702064037325,34,0.0002797131147540983,1000.0,-275.4477999000559,2,-0.04975159702298697,10.697803092747927,74.63212490081787
nan,nan,71680,0.08855079486675095,0.24970702826976776,0.264892578125,0.2572998046875,17.263555335998536,0.43140664948150514,35,0.00027909836065573767,1000.0,-281.0413458533558,2,-0.06614813146152301,10.588503779470921,76.4501280784607
-131.98549457150403,29.549925040407057,71680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,78.63249683380127
nan,nan,73728,0.12979076753545088,0.31572264432907104,0.33793944120407104,0.3268310546875,17.281565880775453,0.387510680872947,36,0.000278483606557377,1000.0,-244.03609205413858,2,-0.049511238663399126,6.690315717458725,80.5871410369873
nan,nan,75776,0.12079446470015683,0.30322265625,0.31640625,0.309814453125,17.26092888712883,0.44500071397051216,37,0.00027786885245901637,1000.0,-231.2366126779157,2,-0.04820538179774303,7.114222801476717,82.62941694259644
nan,nan,77824,0.09123717561451486,0.25581055879592896,0.266845703125,0.261328125,17.267062973976135,0.4570142543874681,38,0.0002772540983606557,1000.0,-238.61639125334682,2,-0.04394047311070608,6.987357299029827,84.31187605857849
nan,nan,79872,0.07993776956718648,0.23876953125,0.24331054091453552,0.2410400390625,17.273677337169648,0.4331486662849784,39,0.00027663934426229507,1000.0,-276.372200307201,2,-0.05810040085343644,7.12024939134717,86.30756497383118
nan,nan,81920,0.06302540164178935,0.18740233778953552,0.19965820014476776,0.1935302734375,17.256596994400024,0.46490860884077845,40,0.0002760245901639344,1000.0,-214.6012132968733,2,-0.07170838677557186,11.845545586943626,88.042240858078
-126.68398282072141,35.08699212406491,81920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90.5061559677124
nan,nan,83968,0.06073284275480546,0.18364258110523224,0.19721679389476776,0.1904296875,17.155621266365053,0.45388208897784355,41,0.00027540983606557377,1000.0,-316.7474443064177,2,-0.051399077416863295,12.633654701709748,92.17595100402832
nan,nan,86016,0.0904897804648499,0.25922852754592896,0.26787108182907104,0.2635498046875,17.172908794879913,0.4293061735574156,42,0.0002747950819672131,1000.0,-255.6499054392831,3,-0.0623158483482257,9.248658041656018,93.7222089767456
nan,nan,88064,0.07863739983004052,0.220947265625,0.24052734673023224,0.2307373046875,17.11469124555588,0.43042476461268964,43,0.0002741803278688524,1000.0,-235.76524504817345,2,-0.06312793625111227,9.835277083516122,95.40608501434326
nan,nan,90112,0.08263609148416436,0.23945312201976776,0.2562011778354645,0.2478271484375,17.136039465665817,0.40097108292393385,44,0.00027356557377049176,1000.0,-241.12994241206897,2,-0.05199973614362534,8.740995001792907,97.55766487121582
-118.54272826570613,37.50975413079743,90112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.68152809143066
nan,nan,92160,0.08147204974811757,0.2353515625,0.232177734375,0.2337646484375,17.17203821539879,0.4674779414664954,45,0.0002729508196721311,1000.0,-258.7086079184106,2,-0.051356719431350936,8.030080898851157,102.03405785560608
nan,nan,94208,0.11829531463881722,0.3202148377895355,0.312744140625,0.3164794921875,17.304267984628677,0.3968562577851117,46,0.00027233606557377046,1000.0,-260.71965792601054,2,-0.07498822631605435,6.901173584163189,104.14309811592102
nan,nan,96256,0.055711131148564165,0.17036132514476776,0.17905274033546448,0.17470703125,17.12744172811508,0.4846579097211361,47,0.0002717213114754098,1000.0,-269.1815973891133,2,-0.051999988504394426,14.178042213618756,105.96880793571472
nan,nan,98304,0.07234487577952678,0.21284179389476776,0.22016601264476776,0.21650390625,17.255922389030456,0.44700790466740725,48,0.00027110655737704915,1000.0,-129.79041908827048,2,-0.06794854362888145,13.054577925801278,108.06166386604309
nan,nan,100352,0.1332486068844446,0.3343261778354645,0.329345703125,0.3318359375,17.330313527584075,0.440623820759356,49,0.0002704918032786885,1000.0,-235.4226213516053,2,-0.060586312155646735,7.856256990879774,109.60462999343872
-131.04214205397517,39.67397662182165,100352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112.0275559425354
nan,nan,102400,0.11629483246506425,0.30488282442092896,0.32036131620407104,0.3126220703125,17.33691030740738,0.4507014913018793,50,0.00026987704918032785,1000.0,-221.15362824792345,2,-0.07442201118828962,8.724748596549034,113.60110092163086
nan,nan,104448,0.07571033907297534,0.21591797471046448,0.22944335639476776,0.2226806640625,17.212452179193498,0.45350624825805425,51,0.00026926229508196715,1000.0,-251.06296618325405,2,-0.051939032794325615,11.518970906734467,115.28049087524414
nan,nan,106496,0.07631328669376672,0.224609375,0.24165038764476776,0.2331298828125,17.24727816581726,0.3818620185367763,52,0.00026864754098360655,1000.0,-254.18377166588385,2,-0.07428755710425321,14.69236018806696,117.5674958229065
nan,nan,108544,0.0976884356350638,0.26616209745407104,0.26875001192092896,0.2674560546875,17.30725449323654,0.4721039589494467,53,0.0002680327868852459,1000.0,-224.50202334166292,2,-0.08419563989154995,11.692035537958144,119.20587992668152
nan,nan,110592,0.106682016326522,0.2930664122104645,0.3050293028354645,0.2990478515625,17.21048009991646,0.4086857523303479,54,0.00026741803278688525,1000.0,-181.4654897729112,2,-0.07842628456419334,9.18499514758587,120.7669050693512
-64.12785201276748,38.06951634629638,110592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123.07856678962708
nan,nan,112640,0.07097024576214608,0.21171875298023224,0.2041015625,0.20791015625,17.18710594177246,0.39823884069919585,55,0.0002668032786885246,1000.0,-255.2476027070582,2,-0.0581924737256486,17.300285229086874,124.67245388031006
nan,nan,114688,0.10913556914165383,0.29389649629592896,0.30498045682907104,0.2994384765625,17.227736085653305,0.42828372148796917,56,0.0002661885245901639,1000.0,-253.32279484806952,2,-0.07754491927917115,9.31045442968607,127.08944511413574
nan,nan,116736,0.10776458499603905,0.281005859375,0.29755860567092896,0.2892822265625,17.31977585554123,0.4159251045435667,57,0.00026557377049180324,1000.0,-174.71533014873938,2,-0.06138473900937243,9.601933842897415,128.7128210067749
nan,nan,118784,0.11690089447365608,0.29438477754592896,0.3130859434604645,0.3037353515625,17.160569304227828,0.44406658471561966,58,0.0002649590163934426,1000.0,-225.26599594142897,2,-0.06602181706257397,8.750152817368507,131.24489378929138
nan,nan,120832,0.12570253185549518,0.3187011778354645,0.3367675840854645,0.327734375,17.192192173004152,0.4566108200699091,59,0.00026434426229508194,1000.0,-224.65117190723976,2,-0.07161170225881505,7.500999224931002,133.31190586090088
-113.09375058966948,81.81560831886421,120832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,136.5096309185028
nan,nan,122880,0.08387454676412745,0.24907226860523224,0.24985352158546448,0.249462890625,17.207913541793822,0.4561999736353755,60,0.0002637295081967213,1000.0,-194.24418489340738,2,-0.07094248371431604,15.283232210576534,138.18378376960754
nan,nan,124928,0.1150631548880483,0.2972168028354645,0.31000977754592896,0.30361328125,17.22730988264084,0.425764273153618,61,0.00026311475409836063,1000.0,-223.7348554909821,2,-0.06139588393853046,10.094937826693059,140.20182299613953
nan,nan,126976,0.09590349365607835,0.27421873807907104,0.2855468690395355,0.2798828125,17.240850162506103,0.461837390717119,62,0.0002625,1000.0,-248.39936583889838,2,-0.06879406406951602,12.209217201173306,141.8023579120636
nan,nan,129024,0.1249625533760991,0.3304687440395355,0.3426269590854645,0.3365478515625,17.246976935863493,0.4399945083539933,63,0.00026188524590163933,1000.0,-196.090617119135,3,-0.08541010983171873,8.866087129712104,144.00327897071838
nan,nan,131072,0.09726233684486943,0.2747558653354645,0.28271484375,0.2787353515625,17.227623522281647,0.46125533496960996,64,0.0002612704918032787,1000.0,-239.03006188357665,2,-0.05751290986372624,12.554504616558551,145.55194807052612
-93.18690952813986,33.885965402150056,131072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,148.05512595176697
nan,nan,133120,0.12692854324996006,0.32182615995407104,0.3145507872104645,0.3181884765625,17.323517620563507,0.455186816258356,65,0.000260655737704918,1000.0,-199.59299425481726,2,-0.07411927541252225,11.831231056153774,149.7354679107666
nan,nan,135168,0.20999674743507057,0.41474610567092896,0.4065918028354645,0.4106689453125,17.55296258330345,0.4414690242148936,66,0.0002600409836065573,1000.0,-235.8842356502584,2,-0.05010797521972563,8.193647216260434,151.80669379234314
nan,nan,137216,0.1293329493593774,0.33320313692092896,0.33452147245407104,0.3338623046875,17.226707500219344,0.4257074491586536,67,0.00025942622950819673,1000.0,-145.43485850655452,2,-0.0860951113019837,9.094394659250975,153.91989398002625
nan,nan,139264,0.15444632597645977,0.3707519471645355,0.36162108182907104,0.3661865234375,17.339364236593248,0.41810323926620185,68,0.000258811475409836,1000.0,-267.1997167482775,2,-0.06745604958559852,7.97717110812664,155.46865391731262
nan,nan,141312,0.1649799284627079,0.36572265625,0.374267578125,0.3699951171875,17.340337377786636,0.42262334474362434,69,0.00025819672131147537,1000.0,-167.28424014169175,2,-0.062191769195487724,6.81928917914629,157.40512585639954
-49.1518298993021,32.27974967312063,141312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159.60721588134766
nan,nan,143360,0.07695999900897732,0.224365234375,0.239501953125,0.23193359375,17.30706751346588,0.4594614738598466,70,0.0002575819672131147,1000.0,-223.06155574972053,2,-0.06382507110538427,15.251872310042382,161.67580270767212
nan,nan,145408,0.09430397900869139,0.2757812440395355,0.279052734375,0.2774169921875,17.214010459184646,0.3980739522725344,71,0.00025696721311475407,1000.0,-177.16603279006733,2,-0.07302387197269126,9.6937949731946,164.85482597351074
nan,nan,147456,0.1128567060964997,0.28999024629592896,0.31108397245407104,0.300537109375,17.21644471883774,0.44544475665315986,72,0.0002563524590163934,1000.0,-181.91756262529205,2,-0.06638592589006294,10.01984496563673,169.98302793502808
nan,nan,149504,0.168462710971653,0.37983399629592896,0.39848631620407104,0.38916015625,17.29237779378891,0.44093841230496766,73,0.00025573770491803277,1000.0,-174.68913458710995,2,-0.07101728298293893,5.843295315653085,173.54495573043823
nan,nan,151552,0.13059625378227793,0.32763671875,0.3394531309604645,0.333544921875,17.331364858150483,0.4412238095421344,74,0.0002551229508196721,1000.0,-97.11235640187769,2,-0.080122691145516,7.31530429199338,175.1252019405365
-100.73749240805925,80.81434937031047,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,177.972336769104
nan,nan,153600,0.13357491788774495,0.3257812559604645,0.3486328125,0.33720703125,17.311528277397155,0.3655771564692259,75,0.00025450819672131146,1000.0,-144.1707307567496,2,-0.09323070162936346,7.899032709002495,181.18611407279968
nan,nan,155648,0.12324153219233266,0.30976563692092896,0.3209472596645355,0.3153564453125,17.268834829330444,0.40840168376453223,76,0.0002538934426229508,1000.0,-109.2308962018309,2,-0.0573330127983354,8.823560655862092,184.47354173660278
nan,nan,157696,0.10460862250329228,0.27397459745407104,0.30839842557907104,0.2911865234375,17.222784966230392,0.44845186565071343,77,0.0002532786885245901,1000.0,-175.27506632330764,2,-0.07773256244254298,10.873451659083367,186.62628078460693
nan,nan,159744,0.15516307409852742,0.34589844942092896,0.3541503846645355,0.3500244140625,17.246049696207045,0.4209554832894355,78,0.00025266393442622946,1000.0,-220.34514204943275,2,-0.06788619214203209,8.159361067414284,188.68349313735962
nan,nan,161792,0.12292860242596362,0.3091796934604645,0.335693359375,0.3224365234375,17.30437223315239,0.46357374396175144,79,0.0002520491803278688,1000.0,-181.0973067216645,2,-0.0601457942626439,9.273928591609002,191.2454550266266
-45.02377967737326,48.852913022251904,161792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,194.14260697364807
nan,nan,163840,0.11494130374630913,0.2997070252895355,0.31425780057907104,0.306982421875,17.306858146190642,0.4165711607784033,80,0.00025143442622950816,1000.0,-143.80576330749778,2,-0.07976424954249524,9.18673887848854,197.42278385162354
nan,nan,165888,0.13579815767734543,0.33305662870407104,0.3338378965854645,0.333447265625,17.24919557571411,0.3024925915757194,81,0.00025081967213114756,1000.0,-131.64840974559996,2,-0.071104163560085,11.672330728173256,199.36446690559387
nan,nan,167936,0.21323052451043623,0.42436522245407104,0.42534178495407104,0.424853515625,17.477757984399794,0.37159002241678535,82,0.0002502049180327869,1000.0,-253.73482134142895,2,-0.08109146240458358,5.14171468988061,201.37358784675598
nan,nan,169984,0.12726322316593724,0.3165527284145355,0.33491212129592896,0.325732421875,17.302834874391557,0.4251298850867897,83,0.0002495901639344262,1000.0,-139.31631855910118,2,-0.08174117544549517,7.230326832085848,203.3139009475708
nan,nan,172032,0.14174003219086445,0.3470214903354645,0.3558105528354645,0.351416015625,17.408952486515044,0.43874360346235336,84,0.00024897540983606555,1000.0,-160.29646730532497,3,-0.0552099146952969,7.661067508161068,204.8416359424591
-26.176249183621344,44.192351243437706,172032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,207.43098998069763
nan,nan,174080,0.15625464152835775,0.35322266817092896,0.3755859434604645,0.364404296875,17.363600820302963,0.4418947076424956,85,0.0002483606557377049,1000.0,-193.93517575095686,2,-0.08351279022463132,6.052462518215179,209.22438192367554
nan,nan,176128,0.14220501715462888,0.34697264432907104,0.365478515625,0.3562255859375,17.315493059158324,0.428771751280874,86,0.00024774590163934425,1000.0,-161.4557823417904,2,-0.06694332334736827,6.299784843623638,211.35543704032898
nan,nan,178176,0.10056266890751431,0.2657714784145355,0.2916015684604645,0.2786865234375,17.138110357522965,0.46675560539588334,87,0.0002471311475409836,1000.0,-127.12699715168921,2,-0.0788703605736373,11.891872932016849,213.87880492210388
nan,nan,180224,0.09045197404338978,0.24570313096046448,0.2645507752895355,0.255126953125,17.13555473089218,0.46862718779593704,88,0.00024651639344262295,1000.0,-103.82396906001141,2,-0.07722415625466965,13.81896551847458,215.84395480155945
-18.85390804759112,92.81038794040217,180224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,218.25746297836304
nan,nan,182272,0.14919747454696336,0.33637696504592896,0.36250001192092896,0.3494384765625,17.272236001491546,0.45491865184158087,89,0.0002459016393442623,1000.0,-138.88259967893032,2,-0.06326102208113298,9.25516463816166,220.05804109573364
nan,nan,184320,0.13188154932286125,0.3047851622104645,0.3360351622104645,0.32041015625,17.31904758810997,0.4587402116507292,90,0.00024528688524590164,1000.0,-118.31124424872283,2,-0.06620190548201207,11.522013425827026,222.21131801605225
nan,nan,186368,0.08888950283580925,0.24326172471046448,0.2623535096645355,0.2528076171875,17.194400668144226,0.4039090477861464,91,0.00024467213114754094,1000.0,-210.50082687036132,2,-0.06560841143655124,16.93832246661186,224.63863277435303
nan,nan,188416,0.17603620318550384,0.37641602754592896,0.39692384004592896,0.386669921875,17.41120572090149,0.4643049667589366,92,0.00024405737704918031,1000.0,-141.4625252825805,2,-0.07437813656506478,8.049827146530152,226.8586699962616
nan,nan,190464,0.1546915369486669,0.3280273377895355,0.361083984375,0.3445556640625,17.328310590982436,0.45607980410568416,93,0.00024344262295081966,1000.0,-143.44697382708313,2,-0.08259171490935842,10.395357173681258,229.0945749282837
-63.380766534090846,58.1376794808356,190464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,231.3680989742279
nan,nan,192512,0.11390928917971906,0.3020996153354645,0.3050781190395355,0.3035888671875,17.26862522959709,0.4533240093383938,94,0.000242827868852459,1000.0,-128.9142654626578,2,-0.08939398386864923,12.750972992181778,233.69009494781494
nan,nan,194560,0.17536954532406526,0.363037109375,0.38764649629592896,0.375341796875,17.33430873155594,0.42008373979479074,95,0.00024221311475409833,1000.0,-180.51477445333458,2,-0.0869415644032415,8.699808685481548,235.59869694709778
nan,nan,196608,0.14389520153636112,0.3343261778354645,0.37666016817092896,0.3554931640625,17.273132538795473,0.46128119304776194,96,0.00024159836065573768,1000.0,-167.08831771806962,2,-0.0724021070782328,9.649631249904633,238.22347283363342
nan,nan,198656,0.1243202459460008,0.2928710877895355,0.3169921934604645,0.304931640625,17.26564688682556,0.45040220404043796,97,0.00024098360655737703,1000.0,-187.74515050544005,2,-0.07249116839375347,12.147306217253208,240.29451394081116
nan,nan,200704,0.1521463415803737,0.3414062559604645,0.3756347596645355,0.3585205078125,17.342669719457625,0.4261155917774886,98,0.00024036885245901638,1000.0,-122.15423936206315,2,-0.0852272873657057,8.802964974939822,242.24727296829224
-17.08444001408295,56.4318313290464,200704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,246.94958996772766
nan,nan,202752,0.11959013221203349,0.29619139432907104,0.325927734375,0.3110595703125,17.22106726169586,0.4324953597038984,99,0.00023975409836065573,1000.0,-85.08171059870224,2,-0.09747055547049968,11.669244438409805,250.50002193450928
nan,nan,204800,0.16773166402999778,0.35161131620407104,0.3759765625,0.3637939453125,17.420798116922377,0.4154247694648802,100,0.00023913934426229505,1000.0,-118.71800727151778,2,-0.05439339562726673,9.586911202967167,252.65827989578247
nan,nan,206848,0.18102070968452608,0.36811524629592896,0.38676756620407104,0.37744140625,17.393242770433424,0.4613616808783263,101,0.0002385245901639344,1000.0,-176.1968093167192,2,-0.06245143042760901,8.293400073051453,254.319030046463
nan,nan,208896,0.17557696162402864,0.3582519590854645,0.4002441465854645,0.379248046875,17.221570467948915,0.44538427144289017,102,0.00023790983606557375,1000.0,-124.22046853359043,2,-0.08789251882699319,7.4659746117889885,257.1919279098511
nan,nan,210944,0.17645915020839312,0.36083984375,0.3984375,0.379638671875,17.311844938993453,0.3926147259771824,103,0.00023729508196721307,1000.0,-141.59220091539515,2,-0.05511729012359865,7.150883585214615,259.32738995552063
15.7604048644503,48.14704021793774,210944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,263.2017889022827
nan,nan,212992,0.16724631054821656,0.35551756620407104,0.3916015625,0.3735595703125,17.370856457948683,0.4677663913462311,104,0.00023668032786885242,1000.0,-74.12590750439404,2,-0.05580575925705489,9.552727873623372,266.38815784454346
nan,nan,215040,0.1670757877654978,0.36152344942092896,0.38422852754592896,0.3728759765625,17.319765079021455,0.4515905763953924,105,0.00023606557377049177,1000.0,-73.34522905660504,3,-0.0724877010565251,7.988063038885594,269.5709249973297
nan,nan,217088,0.17366593188198748,0.365234375,0.3832031190395355,0.37421875,17.390734177827834,0.46838211063295604,106,0.00023545081967213112,1000.0,-89.63541440985958,2,-0.07592083949130028,8.10862382799387,272.642893075943
nan,nan,219136,0.11623004103894345,0.2982421815395355,0.3357910215854645,0.3170166015625,17.24179798960686,0.39589427136816085,107,0.0002348360655737705,1000.0,-42.76225734631213,2,-0.07565927494433708,11.397649437189102,275.87905502319336
nan,nan,221184,0.1508040561864618,0.33696287870407104,0.3614746034145355,0.34921875,17.408056634664536,0.4585825917776674,108,0.00023422131147540984,1000.0,-67.73903802889203,2,-0.08227025507803773,11.235704734921455,279.42092394828796
50.97083737561242,60.410075451949524,221184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,283.44380283355713
