eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_fraction,train/entropy,train/intra_vf_loss,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,139264,0.04163663426952553,0.137451171875,0.131591796875,0.12124023586511612,0.13071289658546448,0.1302490234375,34.26226052045822,0.5038474892266095,68,0.000258811475409836,1000.0,-341.52033622370436,2,-0.04516948761884123,22.84380294382572,204.50232911109924
nan,nan,141312,0.06536310989904451,0.207763671875,0.19877929985523224,0.18608398735523224,0.196533203125,0.1972900390625,34.28787602186203,0.4393287476152182,69,0.00025819672131147537,1000.0,-384.90528282816615,2,-0.056130616073642156,11.563337953388691,206.88418006896973
-239.63868576865903,65.27385047976254,141312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,210.62287497520447
nan,nan,143360,0.04685380079827155,0.16845703125,0.14687499403953552,0.13457031548023224,0.13081054389476776,0.14517822265625,34.15540746450424,0.4702035608235747,70,0.0002575819672131147,1000.0,-322.91773737814947,2,-0.06673244341509417,19.25795895457268,212.97693300247192
nan,nan,145408,0.048425036529806675,0.16108398139476776,0.15717773139476776,0.13715820014476776,0.14638671278953552,0.15045166015625,34.309857833385465,0.46181075284257533,71,0.00025696721311475407,1000.0,-367.99541295524847,2,-0.09337353080918546,21.682164347171785,215.2851231098175
nan,nan,147456,0.06911678455580841,0.2197265625,0.21225586533546448,0.20102539658546448,0.19873046875,0.2079345703125,34.32976120710373,0.4320846032816917,72,0.0002563524590163934,1000.0,-329.0489043441358,2,-0.05742867612862028,13.796657852828503,217.50982999801636
nan,nan,149504,0.04728893970532226,0.15903320908546448,0.14360351860523224,0.13828125596046448,0.15092773735523224,0.14796142578125,34.22412661314011,0.466638551838696,73,0.00025573770491803277,1000.0,-425.4510655321923,2,-0.059139555582078174,22.288223722577094,219.81145095825195
nan,nan,151552,0.06430501365030068,0.222900390625,0.20424804091453552,0.18056640028953552,0.17958983778953552,0.196826171875,34.18741134405136,0.45017185327596965,74,0.0002551229508196721,1000.0,-339.29307852926365,2,-0.06688146508822683,14.874852642416954,222.03307008743286
-249.37612899161496,43.88891340425336,151552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225.76995515823364
nan,nan,153600,0.09586724654145655,0.2877441346645355,0.2660156190395355,0.2666992247104645,0.2586914002895355,0.26978759765625,34.49785623550415,0.4079979655332863,75,0.00025450819672131146,1000.0,-317.6788749816468,2,-0.047081404249183834,10.12333926409483,228.03375697135925
nan,nan,155648,0.0656896758293442,0.20595702528953552,0.19672851264476776,0.18427734076976776,0.18935546278953552,0.19407958984375,34.28896815776825,0.4511487094685435,76,0.0002538934426229508,1000.0,-219.0846697502457,2,-0.06277330216835253,13.208366210758687,230.56314086914062
nan,nan,157696,0.046796432451810685,0.16035155951976776,0.14951172471046448,0.13364258408546448,0.13813476264476776,0.14541015625,34.034809386730196,0.48097047810442745,77,0.0002532786885245901,1000.0,-310.01490228714965,2,-0.07518385926960036,21.452840396761893,232.8278501033783
nan,nan,159744,0.06484968507575103,0.209716796875,0.20273438096046448,0.18510742485523224,0.18637695908546448,0.19598388671875,34.42256233692169,0.414217401156202,78,0.00025266393442622946,1000.0,-329.64185971774265,2,-0.05834580112423282,13.488866372406482,235.05403184890747
nan,nan,161792,0.08656239414558513,0.27373045682907104,0.25053709745407104,0.22749023139476776,0.22934570908546448,0.24527587890625,34.35151143074036,0.43763553141616285,79,0.0002520491803278688,1000.0,-452.39361017817333,2,-0.046560218080412594,10.550229328870774,237.45215106010437
-183.38990454956212,62.025194700412094,161792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,241.1938099861145
nan,nan,163840,0.05285944658171502,0.177001953125,0.17338867485523224,0.1484375,0.15761718153953552,0.164111328125,34.36698994636536,0.4783782845363021,80,0.00025143442622950816,1000.0,-378.37391787287356,2,-0.07622658740583574,16.380848114192485,243.6357560157776
